source;destination;label
8424;10390;
8424;10396;
10397;10388;
10397;10389;
10397;8424;
10397;10390;
10397;10396;
10398;10388;
10398;10389;
10398;8424;
10398;10390;
10398;10396;
10399;10398;
10400;10378;
10403;10402;
10404;10403;
10406;10405;
10408;10406;
10408;10407;
10409;10408;
10412;10411;
10413;10412;
10415;10412;
10416;10413;
10416;10414;
10416;10415;
10420;10419;
10422;10403;
10423;10404;
10423;10409;
10423;10410;
10423;10416;
10423;10417;
10423;10418;
10423;10420;
10423;10421;
10423;10422;
10424;10401;
10424;10423;
10426;10424;
10426;10425;
10428;10427;
10429;10428;
10430;10426;
10430;10429;
10432;10430;
10432;10431;
10433;10426;
10433;10429;
10436;10435;
10437;10436;
10438;10437;
10439;10436;
10443;10442;
10444;10441;
10444;10443;
10447;10445;
10447;10446;
10450;10449;
10453;10436;
10454;10439;
10454;10440;
10454;10444;
10454;10447;
10454;10448;
10454;10450;
10454;10451;
10454;10452;
10454;10453;
10455;10434;
10455;10438;
10455;10454;
10457;10428;
